,Unnamed: 0,age,age_onset,birthplace,filename,native_language,sex,speakerid,country,file_missing?,continent,chroma_stft_mean,chroma_stft_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,tempo,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var
451,452,60.0,45.0,"velky osek, czech republic",czech2,czech,male,560,czech republic,False,europe,0.37939838,0.1052267,2059.004242644489,1096012.0089391842,1671.5721742439075,210360.9693178401,3787.8773111135847,2958439.039593698,0.1337422583387305,0.0103195818924334,9.279869e-07,0.0021402072,[112.34714674],-341.66312,12278.238,84.285645,2516.716,-25.951288,1075.0277,35.351204,1165.3412,-18.950296,643.48303,-20.662739,400.72385,-33.07299,350.28745,-7.493326,169.92628,-10.018232,152.30818,-15.26564,186.1441,-7.4342804,109.38584,-13.5462885,111.04527,-6.685076,82.58707,-10.516621,102.60029,-1.2959176,71.956696,-6.4395885,63.792088,-5.4793043,74.42623,-2.2293198,61.31039,-6.424444,81.620834,-5.013057,56.09778
452,453,35.0,14.0,"nachod, czech republic",czech3,czech,male,653,czech republic,False,europe,0.4094474,0.106049925,2430.2012386029896,2932719.438266241,1925.265476671468,578018.7269352883,4389.361010435735,7235650.648339862,0.1333074210577929,0.0205710075947085,-4.3025382e-05,0.00086829934,[135.99917763],-361.02197,19234.297,68.48752,11532.004,8.337368,1328.5698,45.436836,2575.0686,5.7265844,995.39355,2.9395294,873.80414,-9.574948,470.6152,-2.0528522,323.6386,-15.274237,435.77133,12.364037,299.24817,-14.540993,257.835,2.7752283,170.63794,-3.872156,152.4391,-4.2447934,288.4104,4.4281425,137.57361,-4.4635077,119.47005,-7.750323,125.80336,2.375342,95.89711,-2.4602985,101.2633,-5.9878902,108.577194
453,454,57.0,15.0,"prague, czech republic",czech4,czech,female,879,czech republic,False,europe,0.29597658,0.11115564,2095.238126024066,3544463.0460757404,1454.62613470899,637813.6102039565,3392.132013494318,7685773.338803882,0.1665321118903882,0.0317949827594119,-2.8851312e-06,0.0017479352,[112.34714674],-418.41925,8880.157,85.324234,5821.749,18.59735,1575.4418,26.934164,1883.4893,-13.544166,1106.1648,-9.990256,1119.2946,-18.384216,624.39307,-9.7752695,358.74536,-31.685799,421.11185,-18.919512,353.69647,-0.7184759,183.16785,-3.822129,180.07622,-12.535486,195.57437,-10.830158,132.50293,1.557119,133.48161,-10.668498,138.18166,-6.6092215,97.0588,-7.55552,97.514854,-9.313185,106.05556,-8.934833,101.689125
454,455,26.0,16.0,"klando, czech republic",czech5,czech,female,1066,czech republic,False,europe,0.35759956,0.121470995,2320.433102089287,2680485.857928294,2193.437436233512,403193.9620751843,4279.018773469323,6682707.958183708,0.1240529398973184,0.0229903053480737,-8.285994e-06,0.0029299047,[129.19921875],-303.5807,9863.525,80.704475,2709.892,10.19945,1101.0688,18.349821,755.05365,4.2718954,332.56204,-4.6640935,353.5221,-13.344837,281.52216,0.6603513,174.28569,-9.533258,322.63217,11.186881,145.72784,-4.3846292,88.47278,0.8428307,85.850235,-2.8192346,82.022575,4.5270586,65.50119,-4.392025,85.609055,1.2914687,80.98206,-1.4709858,60.44644,-1.2366072,55.72962,-4.821163,59.882355,-1.4259697,64.67461
455,456,20.0,7.0,"ostrava, czech republic",czech6,czech,male,1248,czech republic,False,europe,0.39294136,0.100614764,2027.4938427952875,1890295.829363918,1449.6380790496733,538683.7318264082,3551.29892578125,5192196.286708348,0.1455087890625,0.0168159823408126,4.129848e-06,0.00026331304,[123.046875],-408.89563,17490.926,125.60423,6378.204,-42.30523,1628.988,27.322441,1729.2144,-3.5053291,818.4967,-10.015548,373.3898,5.5172906,310.5775,-14.72249,333.26785,4.0270257,319.30682,-1.7301459,140.95865,-5.8475556,137.74048,0.30717537,97.40312,-8.938596,109.274635,-1.2140882,140.0747,-1.6867676,81.20124,-4.556429,58.42039,-2.9708383,68.161,-2.3075678,56.000336,2.1273353,69.38975,-3.1333034,55.354656
456,457,22.0,11.0,"ostrava, czech republic",czech7,czech,female,1501,czech republic,False,europe,0.40047655,0.11588021,2260.574691655602,2844963.435151667,2104.186769269667,457134.6943755841,4116.229360381519,7319759.084359941,0.1022326563869412,0.0141434031543933,-3.7226432e-06,0.007787762,[123.046875],-274.98987,14208.298,97.813736,3813.071,1.9849365,1055.2296,26.026577,749.53766,9.865207,256.35565,2.129296,404.6061,-5.3188047,224.43459,1.1736716,177.86586,-2.6215944,120.2049,-1.0950223,150.54451,-4.835859,127.39791,4.940179,75.78803,-3.9072583,133.58342,2.764719,92.66456,0.5111976,59.01968,-3.6984596,128.03787,-2.424916,65.10205,1.3461334,68.1799,-3.4780898,64.77441,0.037916634,56.00919
457,458,21.0,7.0,"pizen, czech republic",czech8,czech,female,1822,czech republic,False,europe,0.3790093,0.1105674,3379.159520704202,3673392.47095972,2680.2726788854807,282211.93000640895,6196.008091858955,7158003.917492718,0.2235910280409535,0.0360588444502779,-2.2320688e-07,0.0023261171,[107.66601562],-310.64313,6561.435,56.995327,2713.8655,10.2186165,993.0438,3.3953984,781.16516,-3.9403934,345.26566,-18.252836,319.1939,-15.67575,187.8267,-8.135246,159.01704,-16.981483,190.9425,-3.393381,97.69022,-16.565727,76.55196,-13.734138,78.42492,-13.967881,47.6423,-3.1375337,64.90443,-15.636176,53.012997,-3.8728013,45.839794,-12.225468,34.42918,-4.503584,32.778492,-14.821774,48.915337,-4.06658,42.100372
458,459,38.0,23.0,"prague, czech republic",czech9,czech,male,2140,czech republic,False,europe,0.41827312,0.09180705,2207.0218756536165,1827321.903962385,2117.7425136938973,341164.5579662237,4164.014194746191,5955600.393926804,0.1296893501595963,0.0124178196732982,3.4429897e-06,0.00071693555,[117.45383523],-328.55698,11723.561,102.9864,3771.2812,13.974331,524.98737,14.007864,681.6285,-12.426839,471.53036,-3.7181194,250.89505,-22.357405,222.63707,-9.341893,147.06621,-7.4177322,94.78826,-0.51308334,110.29299,-8.448509,105.14816,-8.158576,76.04961,-15.795382,73.160545,-1.9338807,78.10968,-4.311788,68.46435,-3.6607852,55.082005,-13.613703,61.42997,-4.0486913,56.883316,-10.363724,33.1763,-6.850475,41.573124
459,460,37.0,12.0,"kinshasa, democratic republic of congo",french30,french,male,1023,democratic republic of congo,False,africa,0.48423392,0.08708837,1762.7426160992309,1891527.17858612,1958.1178594145065,438772.3991648824,3378.335127225232,6065016.172860548,0.0840423237551599,0.0102188863626105,-3.1963573e-05,0.00071517983,[112.34714674],-339.4028,7831.712,120.122025,4386.2935,23.186249,547.9654,32.748272,597.97473,15.603576,422.79736,10.789623,432.6217,-10.437467,253.7743,3.9549522,151.47885,2.647796,137.1204,4.145736,128.95552,-8.595133,177.61145,5.008444,81.68898,-2.1519616,72.89621,1.496154,108.98574,1.5727459,71.29273,7.027375,49.14225,-4.8690376,71.02899,2.1572518,49.815437,3.2106462,41.307026,1.9582671,38.753826
460,461,60.0,16.0,"kabinda, democratic republic of congo",french32,french,male,1080,democratic republic of congo,False,africa,0.41892835,0.1105506,2044.779260553397,2416957.7619506097,2026.8343443403276,393328.0779943061,3783.5492446321687,6849243.435594079,0.1095441040854677,0.018653256137247,3.5209992e-05,0.0059833224,[135.99917763],-305.06223,10586.323,91.263535,3935.4897,22.458536,615.85925,27.557798,679.3888,2.118582,449.8851,14.5706215,175.56538,-7.7031403,246.13081,6.881518,125.58443,-2.9973998,138.12971,-7.896548,199.06967,-8.32724,184.5565,-0.93458444,104.02246,-4.9531217,80.84177,-2.101504,78.193275,-2.8341148,84.488655,7.223313,63.567146,0.016159644,53.29822,-3.425084,93.94855,-3.6187465,54.263927,-0.9535427,56.59545
461,462,22.0,20.0,"kinshasa, democratic republic of congo",french42,french,female,1509,democratic republic of congo,False,africa,0.3797298,0.10303535,1963.27185629597,2388779.0820742226,2052.9750039196665,540642.7920827487,3791.300407858456,6824620.880264002,0.1004615693933823,0.0173505483953185,3.8388967e-05,0.0017668635,[129.19921875],-327.1133,7483.818,105.687805,3091.6807,30.900188,1490.4282,38.05651,767.57117,3.8131044,376.45905,3.2379546,467.9564,-0.2795799,248.78496,4.116896,184.49536,-10.381274,246.82356,-0.97574997,111.65684,-2.2692034,84.246506,3.3259516,76.25833,-6.443055,111.62443,1.7428594,80.23946,-2.4942794,77.44589,2.9719853,86.27713,4.8777413,61.432343,3.933885,71.620186,4.68272,46.012848,4.993467,43.192295
462,463,36.0,34.0,"goma, north kivu, democratic republic of congo",kiswahili4,kiswahili,male,237,democratic republic of congo,False,africa,0.42726004,0.09766184,2445.513221922074,1550398.8510358268,2086.025465511288,186315.049060865,4435.553793819188,3029930.322593946,0.1514691680119926,0.0152544253679618,-8.7480714e-07,0.00059776864,[117.45383523],-245.33427,4552.6577,94.51211,3032.5955,-11.708761,513.1421,35.689392,513.39246,-9.523025,344.94537,9.581009,321.06717,-1.8218852,123.10106,-1.7154212,113.87565,-4.9789143,115.91585,-6.710756,128.64886,-4.6990767,135.15656,1.414597,62.747337,-9.943257,67.17073,5.863963,62.814888,0.88891906,36.99069,3.241933,42.235115,-3.7147593,30.697445,6.4189243,42.921307,-5.5570693,40.968594,7.6644144,33.078228
463,464,37.0,30.0,"kinshasa, democratic republic of congo",lingala1,lingala,male,1158,democratic republic of congo,False,africa,0.33389345,0.082062535,1414.6944337489592,1068843.1828400851,1941.7484767282135,255761.1111561048,2742.95340102553,4038688.923453396,0.0591592997795519,0.0061083730299371,8.154345e-06,0.0014814448,[151.99908088],-367.53812,6873.4736,101.115616,1642.5852,41.443306,454.3091,39.31378,533.43085,11.664237,262.2047,10.011288,249.91081,7.0527806,141.69994,6.719101,77.595566,-7.687047,281.22955,-1.123706,138.36385,-3.78812,105.18735,-4.6744504,67.73616,-3.478402,51.038414,-2.6908133,63.30536,-0.73797184,37.88206,4.788284,34.15599,-2.5739167,79.483154,3.9368954,31.593225,-0.060462218,37.418316,-0.7769276,46.905037
464,465,45.0,11.0,"horsens, denmark",danish1,danish,female,54,denmark,False,europe,0.3048385,0.11497436,2782.3277339779315,4484331.3834376205,2275.23499863221,452212.350578924,4851.010504001524,9280841.691036869,0.1695157679115853,0.0396797052560617,4.3698285e-05,0.004681272,[103.359375],-362.7578,14905.812,44.144188,5300.1475,19.181711,1445.447,33.103226,1198.0131,2.00602,292.94223,-17.589443,521.54504,-12.13035,392.72006,-14.681767,391.53693,-17.165773,305.35922,-10.262504,245.08897,-3.2365644,155.76591,-0.85515296,140.11867,-18.147797,279.51175,3.6031199,120.04538,-9.820956,157.4451,-5.6042547,139.01491,-9.707991,133.4792,0.64326257,71.558205,-11.605856,146.58876,1.6491585,130.76515
465,466,37.0,8.0,"haslev, denmark",danish2,danish,female,55,denmark,False,europe,0.3083174,0.11474921,2442.5511753342257,4382952.604255928,1733.4161854556337,794850.5913583905,4002.1862200394417,10893644.773320762,0.1378095608313106,0.0231870421184335,6.6923776e-06,0.0071176547,[107.66601562],-352.28345,11302.072,73.77419,10204.87,28.965862,1496.8577,20.122072,1982.4653,-12.272307,719.2342,-5.612113,751.2953,-15.639455,431.12476,-22.346098,420.20322,-27.463297,438.7578,3.2254386,360.6191,-10.564559,214.01514,-2.730137,141.64684,-21.659292,213.24484,-3.069441,174.79819,-4.5817213,142.7263,-15.031328,161.62982,-12.800025,128.13666,-0.021169007,93.391174,-8.887126,108.27144,-11.656839,117.09148
466,467,53.0,12.0,"copenhagen, denmark",danish3,danish,female,1367,denmark,False,europe,0.3307,0.10436573,1535.3467688424482,684479.9466154284,1571.0705445046217,301951.3863110346,3126.4476034878558,2905627.172090098,0.0831443461196682,0.0042130235273913,-2.6761492e-07,0.001843463,[117.45383523],-294.9799,2175.6987,125.771034,1335.9982,-3.4422774,575.2033,43.33307,508.52234,-0.019537758,334.20987,0.63794684,610.9455,-24.683977,327.0679,-10.498021,257.37256,-4.1746264,87.043175,-9.92302,96.12413,-4.612672,79.21458,-4.4771433,86.527916,-6.3446794,61.059963,-7.493099,54.10146,3.3717892,46.809677,-8.513148,45.068882,-6.3708014,48.394875,-1.1147186,34.99316,-6.415495,37.805237,-5.766727,33.171406
467,468,21.0,11.0,"aarhus, denmark",danish4,danish,female,1434,denmark,False,europe,0.39338988,0.11372793,2316.465343153038,1225845.8419596034,1988.8576181753012,180334.81807735932,4511.05466326768,2571322.433301769,0.1313860240901571,0.0117788783246082,-1.7287837e-06,0.000268975,[123.046875],-335.13544,4267.954,90.78246,1704.0366,-5.825579,694.29474,23.420135,585.7874,-31.876513,424.18958,28.383944,254.54533,3.3656301,206.52208,5.2262135,200.68948,-9.241863,169.90681,1.7337255,85.37101,1.7969713,89.3273,2.154784,56.134758,6.3570824,59.99877,-2.6791747,40.041298,9.047248,46.59581,-4.258105,65.19179,9.068054,36.337708,6.0588856,32.928226,-2.064985,38.325573,1.5897228,35.74525
468,469,49.0,8.0,"egvad, denmark",danish5,danish,female,1573,denmark,False,europe,0.3561554,0.104047775,1793.4922846919344,1189311.928837052,1489.031442010816,213290.49976749523,3230.284323921096,2742872.219871062,0.1092789973835842,0.0095593294347797,-2.7837457e-08,0.0013525216,[107.66601562],-311.59644,4306.8174,115.304756,2743.2222,-16.770681,734.1926,36.849476,1315.9263,-6.9542513,645.9419,4.2618446,695.4418,-8.112054,301.1679,1.8826605,158.73859,1.6326737,115.32729,4.96391,138.16087,-0.006419601,99.45383,-1.2473388,60.435024,-1.8933091,78.27961,-13.604357,108.03115,0.70561653,75.16455,-6.116226,64.04754,2.4562159,73.05803,-3.9548264,49.49367,-11.528418,75.66128,-6.890016,51.196262
469,470,19.0,8.0,"alborg, denmark",danish6,danish,male,1577,denmark,False,europe,0.42548785,0.10373679,2321.916951651108,1014547.593174972,2130.202208088166,287149.89879331813,4596.38557434082,2683760.1237917263,0.1172311570909288,0.0092002343367368,-3.3286326e-06,0.00047537318,[107.66601562],-342.24338,17464.062,83.12964,2636.667,-8.861662,1080.9313,49.59482,760.033,7.2424755,503.98578,0.22242647,440.39127,-2.2760277,179.54402,-7.79692,191.84836,-17.479645,367.47543,5.3880024,114.73428,-7.400782,146.72014,0.11372566,77.63609,0.7269231,93.26969,-0.31253666,81.89704,-1.5757473,75.26762,1.4922477,69.746826,-4.620898,95.44031,-4.7516055,57.342278,-0.26466644,47.919907,-1.0667926,40.6772
470,471,22.0,8.0,"copenhagen, denmark",danish7,danish,male,1717,denmark,False,europe,0.38588646,0.10090658,2262.6287544506663,1310973.6964200782,2078.1559007302835,323964.8223663834,4254.672017228712,4220591.527394678,0.1153894826906536,0.0097100759340064,2.8055661e-05,0.00215447,[117.45383523],-246.55537,11821.85,94.51888,3048.7305,-14.30164,835.6568,26.683033,648.90063,0.9387811,574.955,-3.4807267,426.48123,-4.2659435,244.97697,-0.124980435,132.19261,-14.496389,288.45697,7.481016,153.13567,-5.631847,156.78412,-0.61457574,93.079865,-1.3225461,86.67409,3.2216344,80.03205,-3.728798,85.96011,2.1888547,81.94854,-5.7321296,92.33672,3.6125314,70.6685,-2.8767447,57.88868,3.5034153,39.89171
471,472,28.0,11.0,"sunds, denmark",danish8,danish,female,1746,denmark,False,europe,0.3711915,0.10602037,2987.2918503437386,3219901.464841117,2319.3172467286167,273247.43130969105,5307.511596679688,6291232.781004533,0.1988699776785714,0.0260166512865598,-2.1556556e-07,0.001785504,[135.99917763],-282.82843,7048.1855,60.29411,4387.6973,-1.6830522,1017.7015,17.854347,1046.4818,-0.8971895,264.07388,0.3581434,323.2093,-28.01722,331.96487,-25.984058,334.63702,-14.178739,194.29433,-13.311841,163.81532,-26.104116,110.91686,1.713292,93.37819,-14.817949,93.438446,-4.038025,87.45772,-14.157254,60.017467,-2.6340477,65.74279,-8.252802,41.434975,-5.257615,39.82553,-13.211107,44.736755,-4.6890483,43.301914
472,473,25.0,6.0,"bonao, dominican republic",spanish41,spanish,male,706,dominican republic,False,North America,0.36049405,0.10089359,1575.5987613860611,795849.8293163031,1430.491456711349,216689.81953627977,3002.701934396404,2298350.952707226,0.1008820682207347,0.0066669707714921,-3.3889123e-07,0.0016903139,[135.99917763],-282.59528,2497.7202,140.13843,2016.8141,-19.910336,517.29016,36.16391,614.6083,-2.0532718,757.1811,-1.5147005,572.9112,-36.419693,307.6905,2.2368002,119.47123,3.844794,116.92337,-18.374,126.57182,-2.2082098,96.861435,-7.5736513,64.61345,-2.4341617,59.228527,-5.165256,52.24189,-0.12542167,57.53029,-5.3096185,45.352245,-2.8701127,46.93992,-0.46312785,37.615273,-0.27939838,34.322403,-4.767613,31.175753
473,474,43.0,16.0,"santiago-dr, dominican republic",spanish43,spanish,male,714,dominican republic,False,North America,0.40015617,0.10438208,2044.0246149943828,1577115.744987114,1766.3645079135033,249280.54179236383,3914.9986615640864,3530594.358724168,0.1245839075388642,0.0142157538519088,2.4327232e-07,0.0010067996,[123.046875],-344.45575,11642.832,90.03463,2485.1514,-1.5034975,1142.4369,35.563038,800.1469,-6.076522,586.2982,9.471252,460.48572,-18.485075,350.24042,-9.133864,194.06229,-11.6953,194.2439,-12.515452,132.30682,-0.9892459,71.93036,-12.963756,99.4567,-5.1956325,85.69069,-9.339261,75.41859,-5.816255,68.26116,-6.621597,65.7514,-7.048901,47.38531,-4.2069025,37.18816,-3.550467,31.98852,-8.206105,41.86586
474,475,37.0,4.0,"la romana, dominican republic",spanish44,spanish,female,716,dominican republic,False,North America,0.430638,0.09296609,1687.7941061582935,871571.8550928496,1592.4246863084568,245070.59362079465,3315.6533156769187,2935549.7706859354,0.1033549248417721,0.0070037232714,7.2437146e-08,0.00066737144,[143.5546875],-309.85147,4534.53,122.36143,1996.7749,-9.7998295,789.1303,39.44864,814.6413,-4.5750585,283.48172,-2.3039052,398.31015,-21.125238,337.98615,-9.3855715,272.95074,-3.9619596,166.52266,-4.2028923,119.8937,-6.366735,75.086975,-6.745845,74.50174,-3.5568917,132.29164,-7.5289397,66.045135,-1.8519642,45.714516,-7.992951,45.404026,-1.8013309,48.30071,-5.8204517,36.985367,-7.479705,29.451017,-5.7599435,37.04605
475,476,47.0,12.0,"santiago-dr, dominican republic",spanish45,spanish,female,715,dominican republic,False,North America,0.39898577,0.10789847,1747.6229047636048,1128593.1874392836,1642.8930874948458,212019.51450038588,3376.827013739224,2994545.27668101,0.1043563667385057,0.0101462793583314,-4.2924487e-08,0.002352969,[117.45383523],-332.22916,6378.8657,106.34318,1530.3376,0.7410686,859.87744,36.1137,799.79663,-10.120243,390.4281,0.014854483,416.6819,-19.380226,386.48636,-9.189092,265.70157,-7.6531677,144.14978,-11.216131,180.56038,-2.4605322,73.28652,-4.4465218,55.977695,-1.0525073,66.12043,-5.15373,40.561924,-5.1820564,40.07542,-6.1636605,43.359837,-2.6100967,35.506577,-5.8619,34.30103,-5.9996204,33.126568,-3.6100688,26.238583
476,477,33.0,14.0,"santo domingo, dominican republic",spanish46,spanish,male,717,dominican republic,False,North America,0.3956119,0.09899219,1904.88301359096,1325130.8369843003,1606.6857160711693,202765.30857282403,3490.9048286972534,3145723.3811260816,0.1158221785429936,0.0101415358952003,3.732513e-07,0.0015728249,[107.66601562],-276.47556,6356.488,115.77071,3081.689,-22.888401,874.5004,39.641277,1117.6677,-5.818671,708.737,10.388815,568.05945,-26.620708,380.29126,2.309338,123.111565,-19.681355,216.95117,-15.890033,188.93391,-6.974844,103.429245,-16.805151,126.161415,-2.8651588,60.685783,-11.932277,67.970085,-0.46418265,61.401478,-8.672108,73.54881,-6.09918,89.14628,-6.663487,47.17133,-3.004698,44.793995,-6.598143,43.78286
477,478,25.0,12.0,"santo domingo, dominican republic",spanish47,spanish,female,718,dominican republic,False,North America,0.36979988,0.10745113,1807.72385015094,1165881.29867905,1605.8192032021668,249327.16725353373,3369.490313715428,3055927.7658604216,0.1079447621812878,0.0092474122629393,1.9241277e-07,0.0009922461,[117.45383523],-309.77545,5411.8916,131.36928,1876.2792,-23.984995,1024.7163,33.817585,705.6566,-20.075193,414.54465,9.287057,529.85175,-11.037492,309.34232,-0.8820927,166.17526,-9.88479,161.5672,-4.842302,149.40001,-2.8614872,91.83179,-10.034643,69.55836,1.7282224,77.46824,-5.733291,41.85692,1.0664216,49.32424,-6.489895,46.20818,0.5808781,41.582493,-6.8117366,43.969257,-3.6055691,36.970566,-2.5439644,31.695704
478,479,27.0,15.0,"santo domingo, dominican republic",spanish50,spanish,male,752,dominican republic,False,North America,0.35773274,0.098396234,1454.768240795654,662570.3642507781,1498.1767854913553,237944.8082079774,2831.852367701583,2543126.963584241,0.0800474552903788,0.0042757196518791,2.5613207e-07,0.0015867754,[123.046875],-287.31454,3704.1501,137.08234,1495.1696,-5.185731,765.2232,23.840042,785.9004,-9.653672,406.5512,-3.6523,530.10583,-18.102388,227.41057,-5.6631455,153.41544,-14.154918,180.14485,-6.084441,146.64758,-7.059278,102.02422,-3.3932116,59.206177,-5.5162916,67.65399,-14.543646,126.35969,4.6199136,97.13425,-10.697552,59.462666,-6.5726686,80.17123,-1.3610749,43.536148,-1.5374917,35.541725,-4.146303,33.82252
479,480,18.0,9.0,"santiago-dr, dominican republic",spanish60,spanish,female,915,dominican republic,False,North America,0.34204942,0.10010703,2569.950530039907,2177637.4420992974,2161.980729156682,274339.0926763381,4702.708800932321,4907062.386833473,0.1535447600138121,0.0185135711696004,-1.5754447e-06,0.0024029906,[117.45383523],-240.05437,3851.6316,86.33521,2706.6895,-2.395104,1178.9442,27.337725,519.8673,-8.886153,284.9815,-1.0225558,340.9407,-20.47339,294.53485,-16.82881,216.40717,-16.81256,122.97683,-3.75515,98.482475,-9.213088,68.43015,-1.6924739,86.70432,-4.5394936,116.86508,7.6050787,63.20581,-4.2422075,59.875095,-3.926389,51.54861,-2.9025073,41.17359,-0.36325747,39.647038,-13.168287,50.86337,-0.72103345,36.356262
480,481,27.0,21.0,"guayaquil, ecuador",spanish130,spanish,male,1891,ecuador,False,South America,0.4222587,0.08778919,2770.493370482685,2162018.9316959954,2114.3681317032097,364530.4518589298,4997.016876191611,5458736.944126234,0.181056921770734,0.0152444168855478,-6.410148e-08,0.0004215014,[103.359375],-300.847,8302.658,81.11472,4794.077,-16.992647,1032.0226,20.158321,424.07532,-3.180095,642.0084,-26.991581,697.8989,-31.462717,240.54987,-2.3691835,130.72528,-25.29926,165.62775,-12.628908,141.09619,-16.414465,131.75697,-4.7322106,83.179085,-18.515442,88.789764,4.4859776,100.71768,-16.21866,78.66143,-5.23584,54.480213,-6.065205,37.62095,-8.15833,43.430485,-8.202892,44.070885,-4.195125,40.008556
481,482,31.0,7.0,"guayaquil, ecuador",spanish31,spanish,female,449,ecuador,False,South America,0.4129412,0.10201613,1520.6607726276518,1140604.078510453,1627.3145739597446,281812.7931036988,3015.631711346231,3627626.7476846497,0.0771867560377466,0.0077946416475556,2.8501367e-07,0.0023444672,[129.19921875],-293.714,4456.0596,131.62733,1497.6163,4.3512683,507.15707,45.75021,625.4856,-6.221626,258.71588,8.844667,274.74197,-13.121272,232.22049,1.7057391,173.50925,-6.7517443,84.90327,-12.415766,107.76688,1.0651039,50.101368,-5.223132,42.98056,2.0449648,63.939014,-0.95020527,67.514145,-5.711238,50.381474,-7.2153845,37.541096,1.3713658,38.303802,-6.4972568,40.530617,-3.7535222,26.122612,-1.8640023,27.950134
482,483,26.0,5.0,"cairo, egypt",arabic10,arabic,male,12,egypt,False,africa/asia,0.43560913,0.10947971,2162.910381620037,2074440.3726162687,2234.9308213257927,516251.5561034594,4360.554331887297,6861004.479518033,0.1083523847400062,0.0159274813621474,5.5210592e-05,0.0010991642,[161.49902344],-334.9062,9591.935,94.70862,3223.2207,8.419209,1186.8328,23.497097,530.38916,21.536938,494.48718,-0.7347091,418.97873,1.6802495,125.62938,-0.13497971,191.9286,-19.64345,398.15805,-0.58733207,142.59569,-0.26184016,146.69006,-2.540489,97.517525,0.2238372,52.512775,3.957493,68.0706,-2.9090111,71.44111,8.24077,63.45342,-5.867196,81.89403,4.0096745,63.425213,0.6656484,41.841248,5.335835,35.62523
483,484,42.0,13.0,"al mahalla, egypt",arabic23,arabic,male,927,egypt,False,africa/asia,0.4094991,0.09630134,1617.2262609378763,1109143.677727027,1562.0352176478568,348438.7218799092,3218.950625095508,3548826.560690865,0.0884425778066422,0.0054845120399882,5.925705e-07,0.0009228235,[143.5546875],-325.79437,8016.6665,130.94939,2936.3325,-12.04072,962.56256,49.887054,869.98157,11.376647,511.2216,-3.639584,559.3467,-26.027225,309.8919,-1.0527599,185.95631,-12.750735,191.33214,-12.9818735,133.22429,-7.371451,115.342964,-12.353145,130.47017,1.4316648,79.05016,-9.107853,79.89037,3.3597283,83.62923,-2.5534554,58.85477,-8.9681225,113.4249,-2.5427139,44.005013,-6.207985,76.432594,-4.8026853,46.118122
484,485,40.0,7.0,"cairo, egypt",arabic24,arabic,male,970,egypt,False,africa/asia,0.39936972,0.10457573,1566.6938647592883,1797599.9574589613,1824.4774442801609,615229.8698248725,3080.567274734437,6971193.506351761,0.0700061869177018,0.0091440714041392,-1.0993476e-06,0.002852379,[129.19921875],-320.27103,8564.219,124.626785,3963.2598,28.429995,993.68085,50.55604,511.86124,22.144747,385.57394,4.9722767,372.9453,-12.044244,279.91068,-16.985573,223.31114,-8.782108,152.13,4.4155984,117.02559,-8.771826,153.23143,1.1431499,93.20315,6.502965,127.92686,-13.62148,200.26735,1.2835283,103.153496,8.024444,85.66109,-13.288483,163.4868,2.268865,57.555023,-0.7404001,53.49118,-2.3536747,58.69065
485,486,60.0,14.0,"cairo, egypt",arabic60,arabic,male,1711,egypt,False,africa/asia,0.36733142,0.10706426,2795.2706248143863,2525439.0317205447,1730.8138866244435,378806.7624317582,4613.830617117953,4798868.719467155,0.2164192901520771,0.0287136360018783,9.300562e-08,0.00048562276,[135.99917763],-406.23926,20046.625,70.7767,5398.933,-20.151701,1412.3258,50.2814,1711.1783,-18.416521,680.1649,8.102333,412.67783,-5.4154134,232.4325,-11.24173,193.78305,5.0793967,187.49149,-19.952923,309.2612,-3.8694773,133.10432,-9.042744,131.89001,-2.5834172,93.22728,-2.3098583,95.559875,-5.5630703,97.85964,4.903794,102.031006,-6.463703,91.31183,-0.86662716,58.227978,-0.0021606083,56.535553,-2.9698293,63.430763
486,487,18.0,4.0,"alexandria, egypt",arabic74,arabic,male,1870,egypt,False,africa/asia,0.3897553,0.09524703,2198.725288977972,2156174.6479495536,2029.467829972181,543804.1498509555,4135.989571951486,6666259.84286293,0.1231606934731934,0.0107446550618852,-3.8660505e-06,0.004347933,[107.66601562],-275.5217,13067.369,100.20462,4643.5103,21.463709,1210.9661,34.13933,1219.1494,-10.171577,479.74423,-10.79346,368.74777,-22.76212,316.67822,-22.853868,295.37704,-15.564505,184.35837,-5.2652583,134.1444,-11.419385,103.78653,-2.3512547,94.701935,-13.256511,97.97022,-7.5847015,65.055145,-12.4235325,78.03299,-8.039692,59.9796,-9.37824,45.041607,-5.400638,50.46966,-7.647005,52.170273,-7.1138783,35.040657
